lr_pair	ligand_gene_symbol	receptor_gene_symbol	ligand_gene_id	receptor_gene_id	ligand_ensembl_protein_id	receptor_ensembl_protein_id	ligand_ensembl_gene_id	receptor_ensembl_gene_id	evidence
COL4A2_ITGB5	COL4A2	ITGB5	1284	3693	ENSP00000353654	ENSP00000296181	ENSG00000134871	ENSG00000082781	32196115
CCN1_ITGB5	CCN1	ITGB5	3491	3693	ENSP00000398736	ENSP00000296181	ENSG00000142871	ENSG00000082781	11287419
ADAM9_ITGB5	ADAM9	ITGB5	8754	3693	ENSP00000419446	ENSP00000296181	ENSG00000168615	ENSG00000082781	11162558
COL18A1_ITGB5	COL18A1	ITGB5	80781	3693	ENSP00000347665	ENSP00000296181	ENSG00000182871	ENSG00000082781	32196115
ITGB3BP_ITGB5	ITGB3BP	ITGB5	23421	3693	ENSP00000360133	ENSP00000296181	ENSG00000142856	ENSG00000082781	10579726
LTBP3_ITGB5	LTBP3	ITGB5	4054	3693	ENSP00000301873	ENSP00000296181	ENSG00000168056	ENSG00000082781	12358597
LTBP1_ITGB5	LTBP1	ITGB5	4052	3693	ENSP00000386043	ENSP00000296181	ENSG00000049323	ENSG00000082781	12358597
MST1_MST1R	MST1	MST1R	4485	4486	ENSP00000414287	ENSP00000296474	ENSG00000173531	ENSG00000164078	8062829
SHH_HHIP	SHH	HHIP	6469	64399	ENSP00000297261	ENSP00000296575	ENSG00000164690	ENSG00000164161	10050855
COL4A6_ITGA2	COL4A6	ITGA2	1288	3673	ENSP00000378340	ENSP00000296585	ENSG00000197565	ENSG00000164171	32196115
COL4A5_ITGA2	COL4A5	ITGA2	1287	3673	ENSP00000331902	ENSP00000296585	ENSG00000188153	ENSG00000164171	32196115
LAMA2_ITGA2	LAMA2	ITGA2	3908	3673	ENSP00000400365	ENSP00000296585	ENSG00000196569	ENSG00000164171	32196115
LAMA1_ITGA2	LAMA1	ITGA2	284217	3673	ENSP00000374309	ENSP00000296585	ENSG00000101680	ENSG00000164171	9688542
LAMC3_ITGA2	LAMC3	ITGA2	10319	3673	ENSP00000354360	ENSP00000296585	ENSG00000050555	ENSG00000164171	32196115
COL6A1_ITGA2	COL6A1	ITGA2	1291	3673	ENSP00000355180	ENSP00000296585	ENSG00000142156	ENSG00000164171	32196115
COL4A4_ITGA2	COL4A4	ITGA2	1286	3673	ENSP00000379866	ENSP00000296585	ENSG00000081052	ENSG00000164171	32196115
COL11A1_ITGA2	COL11A1	ITGA2	1301	3673	ENSP00000359114	ENSP00000296585	ENSG00000060718	ENSG00000164171	32196115
COL6A2_ITGA2	COL6A2	ITGA2	1292	3673	ENSP00000300527	ENSP00000296585	ENSG00000142173	ENSG00000164171	32196115
COL4A3_ITGA2	COL4A3	ITGA2	1285	3673	ENSP00000379823	ENSP00000296585	ENSG00000169031	ENSG00000164171	32196115
COL2A1_ITGA2	COL2A1	ITGA2	1280	3673	ENSP00000369889	ENSP00000296585	ENSG00000139219	ENSG00000164171	7688313
VEGFD_ITGA2	VEGFD	ITGA2	2277	3673	ENSP00000297904	ENSP00000296585	ENSG00000165197	ENSG00000164171	32196115
MMP1_ITGA2	MMP1	ITGA2	4312	3673	ENSP00000322788	ENSP00000296585	ENSG00000196611	ENSG00000164171	11359774
HSPG2_ITGA2	HSPG2	ITGA2	3339	3673	ENSP00000363827	ENSP00000296585	ENSG00000142798	ENSG00000164171	15240572
LAMB3_ITGA2	LAMB3	ITGA2	3914	3673	ENSP00000375778	ENSP00000296585	ENSG00000196878	ENSG00000164171	32196115
CHAD_ITGA2	CHAD	ITGA2	1101	3673	ENSP00000423812	ENSP00000296585	ENSG00000136457	ENSG00000164171	9281592
COL1A2_ITGA2	COL1A2	ITGA2	1278	3673	ENSP00000297268	ENSP00000296585	ENSG00000164692	ENSG00000164171	2156854
COL4A1_ITGA2	COL4A1	ITGA2	1282	3673	ENSP00000364979	ENSP00000296585	ENSG00000187498	ENSG00000164171	10381815
FN1_ITGA2	FN1	ITGA2	2335	3673	ENSP00000346839	ENSP00000296585	ENSG00000115414	ENSG00000164171	7688313
COL7A1_ITGA2	COL7A1	ITGA2	1294	3673	ENSP00000332371	ENSP00000296585	ENSG00000114270	ENSG00000164171	32196115
COL3A1_ITGA2	COL3A1	ITGA2	1281	3673	ENSP00000304408	ENSP00000296585	ENSG00000168542	ENSG00000164171	14970208
F2_F2RL2	F2	F2RL2	2147	2151	ENSP00000308541	ENSP00000296641	ENSG00000180210	ENSG00000164220	11356985
PLG_F2RL1	PLG	F2RL1	5340	2150	ENSP00000308938	ENSP00000296677	ENSG00000122194	ENSG00000164251	12604689
F2_F2RL1	F2	F2RL1	2147	2150	ENSP00000308541	ENSP00000296677	ENSG00000180210	ENSG00000164251	11356985
NUCB2_ERAP1	NUCB2	ERAP1	4925	51752	ENSP00000436455	ENSP00000296754	ENSG00000070081	ENSG00000164307	32196115
TNF_TNFRSF21	TNF	TNFRSF21	7124	27242	ENSP00000398698	ENSP00000296861	ENSG00000232810	ENSG00000146072	9714541
IL22_IL22RA2	IL22	IL22RA2	50616	116379	ENSP00000442424	ENSP00000296980	ENSG00000127318	ENSG00000164485	11390453
GNAS_ADCY1	GNAS	ADCY1	2778	107	ENSP00000360141	ENSP00000297323	ENSG00000087460	ENSG00000164742	32196115
GNAI2_ADCY1	GNAI2	ADCY1	2771	107	ENSP00000312999	ENSP00000297323	ENSG00000114353	ENSG00000164742	2121366
TNFSF11_TNFRSF11B	TNFSF11	TNFRSF11B	8600	4982	ENSP00000381775	ENSP00000297350	ENSG00000120659	ENSG00000164761	11733492
TNFSF13_TNFRSF11B	TNFSF13	TNFRSF11B	8741	4982	ENSP00000343505	ENSP00000297350	ENSG00000161955	ENSG00000164761	10706119
FN1_TNFRSF11B	FN1	TNFRSF11B	2335	4982	ENSP00000346839	ENSP00000297350	ENSG00000115414	ENSG00000164761	15799029
RLN2_RXFP2	RLN2	RXFP2	6019	122042	ENSP00000371040	ENSP00000298386	ENSG00000107014	ENSG00000133105	11809971
RLN3_RXFP2	RLN3	RXFP2	117579	122042	ENSP00000397415	ENSP00000298386	ENSG00000171136	ENSG00000133105	16411781
INSL3_RXFP2	INSL3	RXFP2	3640	122042	ENSP00000369017	ENSP00000298386	ENSG00000248099	ENSG00000133105	12114498
RIMS1_SLC18A2	RIMS1	SLC18A2	22999	6571	ENSP00000428417	ENSP00000298472	ENSG00000079841	NA	32196115
CXCL12_AVPR1A	CXCL12	AVPR1A	6387	552	ENSP00000379140	ENSP00000299178	ENSG00000107562	ENSG00000166148	29386406
AVP_AVPR1A	AVP	AVPR1A	551	552	ENSP00000369647	ENSP00000299178	ENSG00000101200	ENSG00000166148	1560825
VIP_AVPR1A	VIP	AVPR1A	7432	552	ENSP00000356213	ENSP00000299178	ENSG00000146469	ENSG00000166148	32103204
FAT4_DCHS1	FAT4	DCHS1	79633	8642	ENSP00000377862	ENSP00000299441	ENSG00000196159	ENSG00000166341	24056717
GALP_GALR1	GALP	GALR1	85569	2587	ENSP00000349884	ENSP00000299727	ENSG00000197487	ENSG00000166573	10689365
NPY_MC4R	NPY	MC4R	4852	4160	ENSP00000384364	ENSP00000299766	ENSG00000122585	ENSG00000166603	26198319,32196115
POMC_MC4R	POMC	MC4R	5443	4160	ENSP00000384092	ENSP00000299766	ENSG00000115138	ENSG00000166603	26198319,32196115,32103204
ASIP_MC4R	ASIP	MC4R	434	4160	ENSP00000454804	ENSP00000299766	ENSG00000101440	ENSG00000166603	9058374
ADM_GPR182	ADM	GPR182	133	11318	ENSP00000436607	ENSP00000300098	ENSG00000148926	ENSG00000166856	7592696
B2M_CD3D	B2M	CD3D	567	915	ENSP00000452780	ENSP00000300692	NA	ENSG00000167286	32196115
HLA-A_CD3D	HLA-A	CD3D	3105	915	ENSP00000379873	ENSP00000300692	ENSG00000206503	ENSG00000167286	32196115
HLA-C_CD3D	HLA-C	CD3D	3107	915	ENSP00000365402	ENSP00000300692	ENSG00000204525	ENSG00000167286	31848223
HLA-B_CD3D	HLA-B	CD3D	3106	915	ENSP00000399168	ENSP00000300692	ENSG00000234745	ENSG00000167286	32196115
GAS6_AXL	GAS6	AXL	2621	558	ENSP00000331831	ENSP00000301178	ENSG00000183087	ENSG00000167601	7854420
PROS1_AXL	PROS1	AXL	5627	558	ENSP00000377783	ENSP00000301178	ENSG00000184500	ENSG00000167601	7867073
C4A_C3AR1	C4A	C3AR1	720	719	ENSP00000396688	ENSP00000302079	ENSG00000244731	ENSG00000171860	9725198
PDYN_MTNR1A	PDYN	MTNR1A	5173	4543	ENSP00000440185	ENSP00000302811	ENSG00000101327	ENSG00000168412	32196115
GNAI2_MTNR1A	GNAI2	MTNR1A	2771	4543	ENSP00000312999	ENSP00000302811	ENSG00000114353	ENSG00000168412	10598579
AGT_MTNR1A	AGT	MTNR1A	183	4543	ENSP00000355627	ENSP00000302811	ENSG00000135744	ENSG00000168412	32196115
CXCL12_MTNR1A	CXCL12	MTNR1A	6387	4543	ENSP00000379140	ENSP00000302811	ENSG00000107562	ENSG00000168412	32196115
CCL5_MTNR1A	CCL5	MTNR1A	6352	4543	ENSP00000474412	ENSP00000302811	ENSG00000271503	ENSG00000168412	32196115
CXCL11_MTNR1A	CXCL11	MTNR1A	6373	4543	ENSP00000306884	ENSP00000302811	ENSG00000169248	ENSG00000168412	32196115
NMS_MTNR1A	NMS	MTNR1A	129521	4543	ENSP00000366061	ENSP00000302811	ENSG00000204640	ENSG00000168412	32196115
APLN_MTNR1A	APLN	MTNR1A	8862	4543	ENSP00000391800	ENSP00000302811	ENSG00000171388	ENSG00000168412	32196115
NPY_MTNR1A	NPY	MTNR1A	4852	4543	ENSP00000384364	ENSP00000302811	ENSG00000122585	ENSG00000168412	32196115
CCL25_MTNR1A	CCL25	MTNR1A	6370	4543	ENSP00000375086	ENSP00000302811	ENSG00000131142	ENSG00000168412	32196115
POMC_MTNR1A	POMC	MTNR1A	5443	4543	ENSP00000384092	ENSP00000302811	ENSG00000115138	ENSG00000168412	32196115
SAA1_MTNR1A	SAA1	MTNR1A	6288	4543	ENSP00000384906	ENSP00000302811	ENSG00000173432	ENSG00000168412	32196115
CALR_MTNR1A	CALR	MTNR1A	811	4543	ENSP00000320866	ENSP00000302811	ENSG00000179218	ENSG00000168412	17215244
CXCL8_MTNR1A	CXCL8	MTNR1A	3576	4543	ENSP00000306512	ENSP00000302811	ENSG00000169429	ENSG00000168412	32196115
PYY_MTNR1A	PYY	MTNR1A	5697	4543	ENSP00000353198	ENSP00000302811	ENSG00000131096	ENSG00000168412	32196115
CCL16_MTNR1A	CCL16	MTNR1A	6360	4543	ENSP00000478024	ENSP00000302811	ENSG00000275152	ENSG00000168412	32196115
CXCL2_MTNR1A	CXCL2	MTNR1A	2920	4543	ENSP00000427279	ENSP00000302811	ENSG00000081041	ENSG00000168412	32196115
CXCL10_MTNR1A	CXCL10	MTNR1A	3627	4543	ENSP00000305651	ENSP00000302811	ENSG00000169245	ENSG00000168412	32196115
PMCH_MTNR1A	PMCH	MTNR1A	5367	4543	ENSP00000332225	ENSP00000302811	ENSG00000183395	ENSG00000168412	32196115
CCL19_MTNR1A	CCL19	MTNR1A	6363	4543	ENSP00000308815	ENSP00000302811	ENSG00000172724	ENSG00000168412	32196115
CXCL1_MTNR1A	CXCL1	MTNR1A	2919	4543	ENSP00000379110	ENSP00000302811	ENSG00000163739	ENSG00000168412	32196115
NPB_MTNR1A	NPB	MTNR1A	256933	4543	ENSP00000332766	ENSP00000302811	ENSG00000183979	ENSG00000168412	32196115
PPY_MTNR1A	PPY	MTNR1A	5539	4543	ENSP00000466009	ENSP00000302811	ENSG00000108849	ENSG00000168412	32196115
CXCL9_MTNR1A	CXCL9	MTNR1A	4283	4543	ENSP00000354901	ENSP00000302811	ENSG00000138755	ENSG00000168412	32196115
CCL20_MTNR1A	CCL20	MTNR1A	6364	4543	ENSP00000351671	ENSP00000302811	ENSG00000115009	ENSG00000168412	32196115
NPW_MTNR1A	NPW	MTNR1A	283869	4543	ENSP00000330070	ENSP00000302811	ENSG00000183971	ENSG00000168412	32196115
PENK_MTNR1A	PENK	MTNR1A	5179	4543	ENSP00000324248	ENSP00000302811	ENSG00000181195	ENSG00000168412	32196115
CCL28_MTNR1A	CCL28	MTNR1A	56477	4543	ENSP00000354416	ENSP00000302811	ENSG00000151882	ENSG00000168412	32196115
RLN3_MTNR1A	RLN3	MTNR1A	117579	4543	ENSP00000397415	ENSP00000302811	ENSG00000171136	ENSG00000168412	32196115
CORT_MTNR1A	CORT	MTNR1A	1325	4543	ENSP00000366248	ENSP00000302811	ENSG00000241563	ENSG00000168412	32196115
ANXA1_MTNR1A	ANXA1	MTNR1A	301	4543	ENSP00000366109	ENSP00000302811	ENSG00000135046	ENSG00000168412	32196115
SPP1_PTGER4	SPP1	PTGER4	6696	5734	ENSP00000378517	ENSP00000302846	ENSG00000118785	ENSG00000171522	32103204
TAC1_TACR3	TAC1	TACR3	6863	6870	ENSP00000321106	ENSP00000303325	ENSG00000006128	ENSG00000169836	9272936
TAC3_TACR3	TAC3	TACR3	6866	6870	ENSP00000483110	ENSP00000303325	ENSG00000166863	ENSG00000169836	11226387
TAC4_TACR3	TAC4	TACR3	255061	6870	ENSP00000334042	ENSP00000303325	ENSG00000176358	ENSG00000169836	11786503
GNAS_PTGDR	GNAS	PTGDR	2778	5729	ENSP00000360141	ENSP00000303424	ENSG00000087460	ENSG00000168229	26198319,32196115
TAC1_TACR1	TAC1	TACR1	6863	6869	ENSP00000321106	ENSP00000303522	ENSG00000006128	ENSG00000115353	7557266
TAC3_TACR1	TAC3	TACR1	6866	6869	ENSP00000483110	ENSP00000303522	ENSG00000166863	ENSG00000115353	8925404
TAC4_TACR1	TAC4	TACR1	255061	6869	ENSP00000334042	ENSP00000303522	ENSG00000176358	ENSG00000115353	11786503
LRPAP1_LRP8	LRPAP1	LRP8	4043	7804	ENSP00000421922	ENSP00000303634	NA	ENSG00000157193	12899622
RELN_LRP8	RELN	LRP8	5649	7804	ENSP00000392423	ENSP00000303634	ENSG00000189056	ENSG00000157193	12899622
SORBS1_INSR	SORBS1	INSR	10580	3643	ENSP00000360293	ENSP00000303830	ENSG00000095637	ENSG00000171105	11374898
INS_INSR	INS	INSR	3630	3643	ENSP00000380432	ENSP00000303830	ENSG00000254647	ENSG00000171105	2550426
AHSG_INSR	AHSG	INSR	197	3643	ENSP00000393887	ENSP00000303830	ENSG00000145192	ENSG00000171105	7906861
ARF1_INSR	ARF1	INSR	375	3643	ENSP00000440005	ENSP00000303830	ENSG00000143761	ENSG00000171105	9197239
GIP_INSR	GIP	INSR	2695	3643	ENSP00000350005	ENSP00000303830	ENSG00000159224	ENSG00000171105	32196115
IGF2_INSR	IGF2	INSR	3481	3643	ENSP00000391826	ENSP00000303830	ENSG00000167244	ENSG00000171105	9281335
HRAS_INSR	HRAS	INSR	3265	3643	ENSP00000407586	ENSP00000303830	ENSG00000174775	ENSG00000171105	3109943
CALM1_INSR	CALM1	INSR	801	3643	ENSP00000349467	ENSP00000303830	ENSG00000198668	ENSG00000171105	32196115
CD86_CTLA4	CD86	CTLA4	942	1493	ENSP00000332049	ENSP00000303939	ENSG00000114013	NA	23954143
F2_GP9	F2	GP9	2147	2815	ENSP00000308541	ENSP00000303942	ENSG00000180210	ENSG00000169704	2207326
DKK1_KREMEN2	DKK1	KREMEN2	22943	79412	ENSP00000363081	ENSP00000304422	ENSG00000107984	ENSG00000131650	12050670
SLIT2_ROBO4	SLIT2	ROBO4	9353	54538	ENSP00000422591	ENSP00000304945	ENSG00000145147	ENSG00000154133	15894287
FN1_ROBO4	FN1	ROBO4	2335	54538	ENSP00000346839	ENSP00000304945	ENSG00000115414	ENSG00000154133	1972721
ACE2_SLC6A19	ACE2	SLC6A19	59272	340024	ENSP00000389326	ENSP00000305302	ENSG00000130234	ENSG00000174358	22677001,32500793
GHRH_ADRB2	GHRH	ADRB2	2691	154	ENSP00000362716	ENSP00000305372	ENSG00000118702	ENSG00000169252	32196115
AVP_ADRB2	AVP	ADRB2	551	154	ENSP00000369647	ENSP00000305372	ENSG00000101200	ENSG00000169252	32196115
PTHLH_ADRB2	PTHLH	ADRB2	5744	154	ENSP00000441765	ENSP00000305372	ENSG00000087494	ENSG00000169252	32196115
TF_ADRB2	TF	ADRB2	7018	154	ENSP00000385834	ENSP00000305372	ENSG00000091513	ENSG00000169252	32196115
POMC_ADRB2	POMC	ADRB2	5443	154	ENSP00000384092	ENSP00000305372	ENSG00000115138	ENSG00000169252	32196115
RLN2_ADRB2	RLN2	ADRB2	6019	154	ENSP00000371040	ENSP00000305372	ENSG00000107014	ENSG00000169252	32196115
HSPA8_ADRB2	HSPA8	ADRB2	3312	154	ENSP00000432083	ENSP00000305372	ENSG00000109971	ENSG00000169252	32196115
ADCYAP1_ADRB2	ADCYAP1	ADRB2	116	154	ENSP00000462647	ENSP00000305372	ENSG00000141433	ENSG00000169252	32196115
CALCA_ADRB2	CALCA	ADRB2	796	154	ENSP00000331746	ENSP00000305372	ENSG00000110680	ENSG00000169252	32196115
ADM_ADRB2	ADM	ADRB2	133	154	ENSP00000436607	ENSP00000305372	ENSG00000148926	ENSG00000169252	32196115
CGA_ADRB2	CGA	ADRB2	1081	154	ENSP00000482232	ENSP00000305372	ENSG00000135346	ENSG00000169252	32196115
GCG_ADRB2	GCG	ADRB2	2641	154	ENSP00000387662	ENSP00000305372	ENSG00000115263	ENSG00000169252	32196115
VIP_ADRB2	VIP	ADRB2	7432	154	ENSP00000356213	ENSP00000305372	ENSG00000146469	ENSG00000169252	32196115
ADM2_ADRB2	ADM2	ADRB2	79924	154	ENSP00000379087	ENSP00000305372	ENSG00000128165	ENSG00000169252	32196115
NPS_ADRB2	NPS	ADRB2	594857	154	ENSP00000381105	ENSP00000305372	ENSG00000214285	ENSG00000169252	32196115
FSHB_ADRB2	FSHB	ADRB2	2488	154	ENSP00000416606	ENSP00000305372	ENSG00000131808	ENSG00000169252	32196115
CALCB_ADRB2	CALCB	ADRB2	797	154	ENSP00000433490	ENSP00000305372	ENSG00000175868	ENSG00000169252	32196115
ACTR2_ADRB2	ACTR2	ADRB2	10097	154	ENSP00000367220	ENSP00000305372	ENSG00000138071	ENSG00000169252	32196115
RLN3_ADRB2	RLN3	ADRB2	117579	154	ENSP00000397415	ENSP00000305372	ENSG00000171136	ENSG00000169252	32196115
GIP_ADRB2	GIP	ADRB2	2695	154	ENSP00000350005	ENSP00000305372	ENSG00000159224	ENSG00000169252	32196115
INSL3_ADRB2	INSL3	ADRB2	3640	154	ENSP00000369017	ENSP00000305372	ENSG00000248099	ENSG00000169252	32196115
GNAI2_S1PR1	GNAI2	S1PR1	2771	1901	ENSP00000312999	ENSP00000305416	ENSG00000114353	ENSG00000170989	32196115
PDGFB_S1PR1	PDGFB	S1PR1	5155	1901	ENSP00000330382	ENSP00000305416	ENSG00000100311	ENSG00000170989	32196115
PENK_MRGPRX1	PENK	MRGPRX1	5179	259249	ENSP00000324248	ENSP00000305766	ENSG00000181195	ENSG00000170255	15163697
NMS_NMUR1	NMS	NMUR1	129521	10316	ENSP00000366061	ENSP00000305877	ENSG00000204640	ENSG00000171596	15635449
CD6_ALCAM	CD6	ALCAM	923	214	ENSP00000323280	ENSP00000305988	ENSG00000013725	ENSG00000170017	26146185
S100A9_ALCAM	S100A9	ALCAM	6280	214	ENSP00000357727	ENSP00000305988	ENSG00000163220	ENSG00000170017	27151304
CALM1_GRM5	CALM1	GRM5	801	2915	ENSP00000349467	ENSP00000306138	ENSG00000198668	ENSG00000168959	18715999
TSLP_IL7R	TSLP	IL7R	85480	3575	ENSP00000339804	ENSP00000306157	ENSG00000145777	ENSG00000168685	11418668
PSAP_GPR37	PSAP	GPR37	5660	2861	ENSP00000378394	ENSP00000306449	ENSG00000197746	ENSG00000170775	23690594
GNAI2_CHRM1	GNAI2	CHRM1	2771	1128	ENSP00000312999	ENSP00000306490	ENSG00000114353	ENSG00000168539	8190105
LAMA3_SDC2	LAMA3	SDC2	3909	6383	ENSP00000324532	ENSP00000307046	ENSG00000053747	ENSG00000169439	11373281
LAMA1_SDC2	LAMA1	SDC2	284217	6383	ENSP00000374309	ENSP00000307046	ENSG00000101680	ENSG00000169439	32196115
TNFSF13_SDC2	TNFSF13	SDC2	8741	6383	ENSP00000343505	ENSP00000307046	ENSG00000161955	ENSG00000169439	15846369
HRAS_SDC2	HRAS	SDC2	3265	6383	ENSP00000407586	ENSP00000307046	ENSG00000174775	ENSG00000169439	32196115
SERPINC1_SDC2	SERPINC1	SDC2	462	6383	ENSP00000356671	ENSP00000307046	ENSG00000117601	ENSG00000169439	1315572
FN1_SDC2	FN1	SDC2	2335	6383	ENSP00000346839	ENSP00000307046	ENSG00000115414	ENSG00000169439	10772816
GNAI2_P2RY12	GNAI2	P2RY12	2771	64805	ENSP00000312999	ENSP00000307259	ENSG00000114353	ENSG00000169313	8554519
PLAU_MRC2	PLAU	MRC2	5328	9902	ENSP00000361850	ENSP00000307513	ENSG00000122861	ENSG00000011028	11413046,7904248
LGALS9_MRC2	LGALS9	MRC2	3965	9902	ENSP00000378856	ENSP00000307513	ENSG00000168961	ENSG00000011028	32103204
CER1_MRC2	CER1	MRC2	9350	9902	ENSP00000370297	ENSP00000307513	ENSG00000147869	ENSG00000011028	32103204
NPY_NPFFR2	NPY	NPFFR2	4852	10886	ENSP00000384364	ENSP00000307822	ENSG00000122585	ENSG00000056291	11325787
CALM1_GP6	CALM1	GP6	801	51206	ENSP00000349467	ENSP00000308782	ENSG00000198668	ENSG00000088053	15196923
CRISP2_CATSPER1	CRISP2	CATSPER1	7180	117144	ENSP00000339155	ENSP00000309052	ENSG00000124490	ENSG00000175294	30759213
SHBG_GPRC6A	SHBG	GPRC6A	6462	222545	ENSP00000369816	ENSP00000309493	ENSG00000129214	ENSG00000173612	31857654
XCL1_XCR1	XCL1	XCR1	6375	2829	ENSP00000356792	ENSP00000310405	ENSG00000143184	ENSG00000173578	10699158,24218476
XCL2_XCR1	XCL2	XCR1	6846	2829	ENSP00000356793	ENSP00000310405	ENSG00000143185	ENSG00000173578	10699158
CXCL2_XCR1	CXCL2	XCR1	2920	2829	ENSP00000427279	ENSP00000310405	ENSG00000081041	ENSG00000173578	10679309
CD200_CD200R1	CD200	CD200R1	4345	131450	ENSP00000420298	ENSP00000311035	ENSG00000091972	ENSG00000163606	22020332
CALM1_AQP1	CALM1	AQP1	801	358	ENSP00000349467	ENSP00000311165	ENSG00000198668	ENSG00000240583	27643892
RARRES2_CMKLR1	RARRES2	CMKLR1	5919	1240	ENSP00000418009	ENSP00000311733	ENSG00000106538	ENSG00000174600	14675762
LGALS9_HAVCR2	LGALS9	HAVCR2	3965	84868	ENSP00000378856	ENSP00000312002	ENSG00000168961	ENSG00000135077	27192565
C1QA_CSPG4	C1QA	CSPG4	712	1464	ENSP00000363773	ENSP00000312506	ENSG00000173372	ENSG00000173546	9013976
C4B_CD46	C4B	CD46	721	4179	ENSP00000415941	ENSP00000313875	ENSG00000224389	ENSG00000117335	1717583
IL20_IL20RA	IL20	IL20RA	50604	53832	ENSP00000356065	ENSP00000314976	ENSG00000162891	ENSG00000016402	12974481
IL24_IL20RA	IL24	IL20RA	11009	53832	ENSP00000375795	ENSP00000314976	ENSG00000162892	ENSG00000016402	12974481
IL19_IL20RA	IL19	IL20RA	29949	53832	ENSP00000343000	ENSP00000314976	ENSG00000142224	ENSG00000016402	12974481
EDN2_EDNRA	EDN2	EDNRA	1907	1909	ENSP00000361668	ENSP00000315011	ENSG00000127129	ENSG00000151617	2175397
EDN3_EDNRA	EDN3	EDNRA	1908	1909	ENSP00000337128	ENSP00000315011	ENSG00000124205	ENSG00000151617	11982704
EDN1_EDNRA	EDN1	EDNRA	1906	1909	ENSP00000368683	ENSP00000315011	ENSG00000078401	ENSG00000151617	7647976
HLA-G_LILRB1	HLA-G	LILRB1	3135	10859	ENSP00000412927	ENSP00000315997	ENSG00000204632	ENSG00000104972	15718280,9933109,12853576,12874224,24987108
B2M_LILRB1	B2M	LILRB1	567	10859	ENSP00000452780	ENSP00000315997	NA	ENSG00000104972	12897781
HLA-A_LILRB1	HLA-A	LILRB1	3105	10859	ENSP00000379873	ENSP00000315997	ENSG00000206503	ENSG00000104972	12897781
INS_LILRB1	INS	LILRB1	3630	10859	ENSP00000380432	ENSP00000315997	ENSG00000254647	ENSG00000104972	32103204
HLA-C_LILRB1	HLA-C	LILRB1	3107	10859	ENSP00000365402	ENSP00000315997	ENSG00000204525	ENSG00000104972	12853576
HLA-B_LILRB1	HLA-B	LILRB1	3106	10859	ENSP00000399168	ENSP00000315997	ENSG00000234745	ENSG00000104972	12853576
SEMA4A_PLXND1	SEMA4A	PLXND1	64218	23129	ENSP00000357268	ENSP00000317128	ENSG00000196189	ENSG00000004399	22325954
SEMA4D_MET	SEMA4D	MET	10507	4233	ENSP00000416523	ENSP00000317272	ENSG00000187764	ENSG00000105976	12198496
SEMA5A_MET	SEMA5A	MET	9037	4233	ENSP00000371936	ENSP00000317272	ENSG00000112902	ENSG00000105976	15218527
POMC_MC5R	POMC	MC5R	5443	4161	ENSP00000384092	ENSP00000318077	ENSG00000115138	ENSG00000176136	26198319,32196115,32103204
ASIP_MC5R	ASIP	MC5R	434	4161	ENSP00000454804	ENSP00000318077	ENSG00000101440	ENSG00000176136	9058374
TNF_ICOS	TNF	ICOS	7124	29851	ENSP00000398698	ENSP00000319476	ENSG00000232810	ENSG00000163600	32103204
ICOSLG_ICOS	ICOSLG	ICOS	23308	29851	ENSP00000339477	ENSP00000319476	ENSG00000160223	ENSG00000163600	23954143
CXCL2_CXCR2	CXCL2	CXCR2	2920	3579	ENSP00000427279	ENSP00000319635	ENSG00000081041	ENSG00000180871	10699158,24218476
CXCL1_CXCR2	CXCL1	CXCR2	2919	3579	ENSP00000379110	ENSP00000319635	ENSG00000163739	ENSG00000180871	10699158,24218476,20044480
CD55_ADGRE2	CD55	ADGRE2	1604	30817	ENSP00000356030	ENSP00000319883	ENSG00000196352	ENSG00000127507	9064337
GHRH_GHRHR	GHRH	GHRHR	2691	2692	ENSP00000362716	ENSP00000320180	ENSG00000118702	ENSG00000106128	7680413
GHRL_GHRHR	GHRL	GHRHR	51738	2692	ENSP00000335074	ENSP00000320180	ENSG00000157017	ENSG00000106128	10461027
IL17A_IL17RA	IL17A	IL17RA	3605	23765	ENSP00000344192	ENSP00000320936	NA	ENSG00000177663	9367539
IL17F_IL17RA	IL17F	IL17RA	112744	23765	ENSP00000337432	ENSP00000320936	ENSG00000112116	ENSG00000177663	18684971
SEMA4B_DCBLD2	SEMA4B	DCBLD2	10509	131566	ENSP00000394720	ENSP00000321573	ENSG00000185033	ENSG00000057019	17213806
GHRH_PTH1R	GHRH	PTH1R	2691	5745	ENSP00000362716	ENSP00000321999	ENSG00000118702	ENSG00000160801	32196115
AVP_PTH1R	AVP	PTH1R	551	5745	ENSP00000369647	ENSP00000321999	ENSG00000101200	ENSG00000160801	32196115
PTHLH_PTH1R	PTHLH	PTH1R	5744	5745	ENSP00000441765	ENSP00000321999	ENSG00000087494	ENSG00000160801	9108031
POMC_PTH1R	POMC	PTH1R	5443	5745	ENSP00000384092	ENSP00000321999	ENSG00000115138	ENSG00000160801	32196115
RLN2_PTH1R	RLN2	PTH1R	6019	5745	ENSP00000371040	ENSP00000321999	ENSG00000107014	ENSG00000160801	32196115
ADCYAP1_PTH1R	ADCYAP1	PTH1R	116	5745	ENSP00000462647	ENSP00000321999	ENSG00000141433	ENSG00000160801	32196115
CALCA_PTH1R	CALCA	PTH1R	796	5745	ENSP00000331746	ENSP00000321999	ENSG00000110680	ENSG00000160801	32196115
